Date,PM2.5,PM10,NO2,SO2,CO,Ozone,Humidity(%),dewpoint_2m (°C),Rainfall (mm),windspeed (kmph),winddirection_100m (°),temp,PM2.5_SubIndex,PM10_SubIndex,SO2_SubIndex,NOx_SubIndex,CO_SubIndex,O3_SubIndex,AQI,min_temp,max_temp
07-04-2020,16.59,32.91,15.2,11.99,0.23,8.77,91.33333333,22.22916667,0.545833333,27.49166667,255.5833333,3.2,27.65,32.91,14.9875,19,11.5,8.77,33,22.5,25.7
07-05-2020,20.07,39.96,20.41,18.64,0.2,7.42,90.125,22.35,0.575,32.67916667,258.1666667,3.7,33.45,39.96,23.3,25.5125,10,7.42,40,23,26.7
07-06-2020,21.56,49.2,17.36,12.26,0.16,7.68,85.45833333,21.9125,0.175,26.95833333,250.2083333,4,35.93333333,49.2,15.325,21.7,8,7.68,49,22.8,26.8
07-07-2020,11.23,34.22,6.21,4.25,0.15,8.88,75.125,21.37916667,0.020833333,28.02916667,234.1666667,6.8,18.71666667,34.22,5.3125,7.7625,7.5,8.88,34,23.5,30.3
07-08-2020,9.14,28.85,9.46,7.39,0.2,8.65,79.41666667,22.5125,0.154166667,20.7625,249.0416667,7,15.23333333,28.85,9.2375,11.825,10,8.65,29,23.7,30.7
07-09-2020,12.41,28.34,15.75,6.97,0.17,7.57,91.375,22.4875,0.904166667,22.04583333,255.625,3.2,20.68333333,28.34,8.7125,19.6875,8.5,7.57,28,23,26.2
07-10-2020,15.86,35.63,17.86,13.57,0.19,8.23,84.75,21.7,0.083333333,22.375,261.2083333,4.1,26.43333333,35.63,16.9625,22.325,9.5,8.23,36,22.9,27
07-11-2020,19.56,45.8,16.8,8.91,0.24,7.57,77.25,21.625,0,22.40416667,264,6.5,32.6,45.8,11.1375,21,12,7.57,46,23,29.5
07-12-2020,20.4,52.39,13.72,13.89,0.19,8.23,76.70833333,22.0125,0.016666667,20.45416667,261.6666667,6.1,34,52.39,17.3625,17.15,9.5,8.23,52,23.8,29.9
13-07-2020,19.86,53.95,21.25,11.16,0.39,7.66,82.5,22.38333333,0.266666667,14.45833333,271.6666667,6,33.1,53.95,13.95,26.5625,19.5,7.66,54,23.4,29.4
14-07-2020,16.75,36.32,13.9,7.87,0.17,8.15,84.66666667,22.25416667,0.325,15.14166667,262.9166667,5.2,27.91666667,36.32,9.8375,17.375,8.5,8.15,36,23.1,28.3
15-07-2020,17.42,29.95,15.09,8.75,0.19,7.97,92.75,22.58333333,0.883333333,20.49166667,264.25,3.4,29.03333333,29.95,10.9375,18.8625,9.5,7.97,30,22.8,26.2
16-07-2020,9.22,24.42,14.35,6.86,0.11,8.58,91.25,21.75416667,0.766666667,25.975,245.75,2,15.36666667,24.42,8.575,17.9375,5.5,8.58,24,22.3,24.3
17-07-2020,8.36,28.38,6.54,3.57,0.15,8.8,86.25,21.6875,0.154166667,23.76666667,232.6666667,4.7,13.93333333,28.38,4.4625,8.175,7.5,8.8,28,22.7,27.4
18-07-2020,14,43.53,11,5.76,0.18,8.67,80.83333333,21.89166667,0.216666667,18.25,244.6666667,6.7,23.33333333,43.53,7.2,13.75,9,8.67,44,22.9,29.6
19-07-2020,21.33,45.67,15.76,9.87,0.19,7.7,83.08333333,22.65,0.179166667,14.65,255.7916667,6.2,35.55,45.67,12.3375,19.7,9.5,7.7,46,23.3,29.5
20-07-2020,20.34,49.52,18.14,12.37,0.26,8.32,86.875,23.01666667,0.470833333,13.3,236.375,5.1,33.9,49.52,15.4625,22.675,13,8.32,50,23.2,28.3
21-07-2020,12.21,37.27,13.91,4.28,0.22,8.48,80.91666667,22.34583333,0.104166667,12.75,190,7.5,20.35,37.27,5.35,17.3875,11,8.48,37,22.7,30.2
22-07-2020,19.29,44.92,18.58,5.05,0.28,7.38,80.16666667,22.87916667,0.029166667,13.025,215.5416667,7.7,32.15,44.92,6.3125,23.225,14,7.38,45,23.4,31.1
23-07-2020,26.06,45.44,25.98,6.3,0.29,6.23,90.66666667,23.1,0.570833333,8.7625,215.3333333,3.1,43.43333333,45.44,7.875,32.475,14.5,6.23,45,23.3,26.4
24-07-2020,18.64,42.09,20.06,5.6,0.33,7.63,86.54166667,22.49166667,0.05,13.225,206.4166667,5.9,31.06666667,42.09,7,25.075,16.5,7.63,42,22.7,28.6
25-07-2020,24.02,55.49,27.3,7.47,0.4,7.36,85.58333333,21.69166667,0.395833333,13.61666667,223.4583333,5.1,40.03333333,55.49,9.3375,34.125,20,7.36,55,22.3,27.4
26-07-2020,11.87,30.04,13.28,4.63,0.21,8.14,75.16666667,21.1625,0,17.50416667,236.0416667,7.2,19.78333333,30.04,5.7875,16.6,10.5,8.14,30,22.8,30
27-07-2020,20.8,55.87,20.72,23.83,0.22,7.78,76.95833333,21.61666667,0.133333333,22.44166667,279.625,7.5,34.66666667,55.87,29.7875,25.9,11,7.78,56,22.9,30.4
28-07-2020,26.96,72.22,18.07,28,0.17,6.62,81.70833333,22.44166667,0.241666667,18.2375,298.9583333,6,44.93333333,72.22,35,22.5875,8.5,6.62,72,23.7,29.7
29-07-2020,20.58,43.24,20.75,9.04,0.36,7.45,88.16666667,22.825,0.5,10.81666667,252.5,6.5,34.3,43.24,11.3,25.9375,18,7.45,43,22.7,29.2
30-07-2020,23.24,47.48,22.46,3.77,0.37,8.97,80.75,22.22083333,0.054166667,11.14583333,209.0833333,8.2,38.73333333,47.48,4.7125,28.075,18.5,8.97,47,22.3,30.5
31-07-2020,19.79,44.3,20.91,3.77,0.34,8.92,85.29166667,23.1125,0.3375,9.7,198.0416667,7.3,32.98333333,44.3,4.7125,26.1375,17,8.92,44,22.8,30.1
08-01-2020,28.79,56.56,28.53,6.94,0.55,10.54,82.33333333,22.7375,0.120833333,11.10833333,233.125,7.3,47.98333333,56.56,8.675,35.6625,27.5,10.54,57,23,30.3
08-02-2020,16.68,36.55,18.11,6.6,0.27,6.58,80.70833333,22.175,0.245833333,21.08333333,255.0416667,6.7,27.8,36.55,8.25,22.6375,13.5,6.58,37,23.2,29.9
08-03-2020,13.8,22.41,14.69,11.22,0.2,7.8,84.91666667,21.76666667,0.258333333,32.35833333,261.3333333,3.8,23,22.41,14.025,18.3625,10,7.8,23,22.9,26.7
08-04-2020,8.05,26.38,13.4,8.14,0.18,7.92,86.58333333,21.3625,0.175,41.61666667,259.3333333,3.4,13.41666667,26.38,10.175,16.75,9,7.92,26,22.9,26.3
08-05-2020,5.91,12.98,13.05,6.65,0.15,7.24,84.75,21.425,0.058333333,36.9625,248.875,2.7,9.85,12.98,8.3125,16.3125,7.5,7.24,16,23.1,25.8
08-06-2020,9.52,25.95,8.08,3.14,0.18,7.86,78.125,21.61666667,0.0875,32.18333333,237.3333333,4.6,15.86666667,25.95,3.925,10.1,9,7.86,26,23.6,28.2
08-07-2020,8.25,23.9,9.29,5.17,0.12,7.95,78.375,21.94166667,0.091666667,28.025,247.5,4.8,13.75,23.9,6.4625,11.6125,6,7.95,24,24.1,28.9
08-08-2020,16.29,46.19,21.23,19.84,0.23,7.09,75.66666667,21.4,0.033333333,28.40833333,273.125,5,27.15,46.19,24.8,26.5375,11.5,7.09,46,23.9,28.9
08-09-2020,22.12,57.12,17.09,20.99,0.21,7.14,82.45833333,21.68333333,0.4875,25.81666667,276.6666667,5.2,36.86666667,57.12,26.2375,21.3625,10.5,7.14,57,23.1,28.3
08-10-2020,22.89,43.43,19.94,15.77,0.21,6.2,88.875,21.63333333,0.325,28.89583333,263.6666667,2.6,38.15,43.43,19.7125,24.925,10.5,6.2,43,22.5,25.1
08-11-2020,17.8,32.09,19.19,19.17,0.27,7.07,82.375,21.55416667,0.104166667,31.425,269.9583333,6,29.66666667,32.09,23.9625,23.9875,13.5,7.07,32,22.4,28.4
08-12-2020,18,42.56,17.29,18.18,0.22,6.87,82.83333333,21.48333333,0.233333333,33.19166667,267.75,3.9,30,42.56,22.725,21.6125,11,6.87,43,23,26.9
13-08-2020,14.31,25.43,20.23,14.18,0.15,5.85,92.91666667,21.4,0.879166667,36.12083333,267.0833333,1.3,23.85,25.43,17.725,25.2875,7.5,5.85,25,22.2,23.5
14-08-2020,14.73,29.25,18.96,10.92,0.2,6.55,89.54166667,20.74583333,0.725,37.54166667,259.0416667,3.1,24.55,29.25,13.65,23.7,10,6.55,29,21.6,24.7
15-08-2020,8.4,13.95,8.06,6.85,0.22,8.19,92.16666667,21.1625,1.008333333,37.48333333,258.5416667,1.5,14,13.95,8.5625,10.075,11,8.19,14,21.9,23.4
16-08-2020,5.33,7.33,18.93,8.83,0.22,8.47,93.54166667,21.33333333,1.041666667,36.975,258.9583333,1,8.883333333,7.33,11.0375,23.6625,11,8.47,24,21.9,22.9
17-08-2020,14.61,22.39,25.89,16.62,0.26,6.88,91.20833333,21.72916667,0.625,33.8625,263.7083333,3.5,24.35,22.39,20.775,32.3625,13,6.88,32,22.1,25.6
18-08-2020,19.4,36.46,21.28,21.97,0.24,8.44,80.91666667,21.16666667,0.004166667,32.57916667,267.5833333,5.1,32.33333333,36.46,27.4625,26.6,12,8.44,36,22.4,27.5
19-08-2020,21.24,39.45,19.41,24.27,0.28,6.94,90.83333333,21.7125,0.7375,30.17083333,268,2.8,35.4,39.45,30.3375,24.2625,14,6.94,39,22.1,24.9
20-08-2020,17.07,25.52,18.28,19.01,0.24,7.1,93.45833333,21.69166667,1.970833333,33.42916667,268.875,1.3,28.45,25.52,23.7625,22.85,12,7.1,28,22.1,23.4
21-08-2020,8.7,35.39,12.37,7.84,0.21,7.95,89.41666667,21.6625,0.279166667,32.56666667,248.875,3.1,14.5,35.39,9.8,15.4625,10.5,7.95,35,22.2,25.3
23-08-2020,12.83,40.325,11.89,9.365,0.255,8.695,79.66666667,21.5625,0.033333333,23.3,248.2083333,6.3,21.38333333,40.325,11.70625,14.8625,12.75,8.695,40,22.9,29.2
24-08-2020,16.96,45.26,11.41,10.89,0.3,9.44,78.45833333,21.42083333,0.016666667,24.50833333,256.625,5.8,28.26666667,45.26,13.6125,14.2625,15,9.44,45,22.8,28.6
25-08-2020,20.19,48.11,18.72,10.06,0.32,6.17,76.125,21.22916667,0,21.48333333,273.25,6.6,33.65,48.11,12.575,23.4,16,6.17,48,22.9,29.5
26-08-2020,35.39,89.71,16.56,16.75,0.24,6.79,77.54166667,21.4625,0.016666667,18.75833333,282.0416667,4.9,58.98333333,89.71,20.9375,20.7,12,6.79,90,23.6,28.5
27-08-2020,29.85,60.75,17.65,12.39,0.31,5.88,82.95833333,21.29583333,0.079166667,23.09583333,279.0833333,3.8,49.75,60.75,15.4875,22.0625,15.5,5.88,61,22.5,26.3
28-08-2020,18.36,45.34,15.86,15.53,0.21,6.37,79.45833333,21.17916667,0,24.87083333,265.625,5.3,30.6,45.34,19.4125,19.825,10.5,6.37,45,22.7,28
29-08-2020,14.55,42.75,14.03,17.09,0.18,6.47,78.16666667,21.1,0.008333333,25.38333333,255.2083333,5.6,24.25,42.75,21.3625,17.5375,9,6.47,43,22.8,28.4
30-08-2020,16.67,45.96,15.44,20.01,0.24,6.85,77.125,21.2875,0,21.4375,252.125,6.8,27.78333333,45.96,25.0125,19.3,12,6.85,46,22.5,29.3
31-08-2020,21.45,64.47,15.69,26.4,0.27,6.64,74.5,20.92916667,0,19.375,275.75,7.8,35.75,64.47,33,19.6125,13.5,6.64,64,22.2,30
09-01-2020,31.87,92.25,14.4,11.37,0.26,8.41,75.25,21.37916667,0.020833333,17.68333333,321.2916667,6.6,53.11666667,92.25,14.2125,18,13,8.41,92,23.4,30
09-02-2020,25.78,68.03,11.84,9.99,0.28,9.19,80.29166667,22.12916667,0.116666667,15.39166667,175.25,6.3,42.96666667,68.03,12.4875,14.8,14,9.19,68,23.7,30
09-03-2020,18.15,70.76,13.5,5.63,0.3,12.5,83.5,22.29583333,0.054166667,9.575,123.4583333,7.9,30.25,70.76,7.0375,16.875,15,12.5,71,21.7,29.6
09-04-2020,13.11,48.45,11.93,2.28,0.29,10.54,80.08333333,22.1125,0,14.8,136.875,6.7,21.85,48.45,2.85,14.9125,14.5,10.54,48,23.2,29.9
09-05-2020,12.43,51.46,14.32,4.08,0.29,10.27,80.04166667,22.67916667,0.004166667,12.23333333,136.625,7.4,20.71666667,51.46,5.1,17.9,14.5,10.27,51,23.2,30.6
09-06-2020,13.52,39.49,10.37,3.08,0.26,13.72,76.58333333,22.2375,0,14.04166667,137.7083333,7.5,22.53333333,39.49,3.85,12.9625,13,13.72,39,23.3,30.8
09-07-2020,18.35,48,13.98,7,0.25,10.48,78.75,22.4625,0.133333333,7.170833333,161.4166667,8.1,30.58333333,48,8.75,17.475,12.5,10.48,48,22.7,30.8
09-08-2020,18.24,53.34,16.77,15.39,0.33,74.67,76.58333333,21.8125,0.016666667,8.458333333,200.4583333,8,30.4,53.34,19.2375,20.9625,16.5,74.67,75,22.4,30.4
09-09-2020,26.16,69.67,21.57,16.24,0.34,95.73,79.83333333,22.54166667,0.054166667,9.445833333,166.7916667,7.5,43.6,69.67,20.3,26.9625,17,95.73,96,23.1,30.6
09-10-2020,34.1,80.22,23.24,34.27,0.4,62.95,82.625,22.29583333,0.154166667,7.820833333,230.5,7.5,56.83333333,80.22,42.8375,29.05,20,62.95,80,22.6,30.1
09-11-2020,23.43,56.93,26.64,21.41,0.39,50.67,80.58333333,22.32083333,0.1,12.4375,243.4583333,7.5,39.05,56.93,26.7625,33.3,19.5,50.67,57,22.7,30.2
09-12-2020,8.02,20.93,14.9,26.1,0.26,50.74,77.41666667,21.45416667,0.008333333,17.80416667,254.9583333,5.9,13.36666667,20.93,32.625,18.625,13,50.74,51,23.2,29.1
13-09-2020,20.51,40.6,19.48,28.39,0.28,44.91,89.54166667,21.39166667,0.6875,26.1,283.375,2.6,34.18333333,40.6,35.4875,24.35,14,44.91,45,22,24.6
14-09-2020,30.27,55.97,18.94,39.01,0.24,30.11,90.29166667,21.7375,0.770833333,26.07083333,302.3333333,4.4,50.45,55.97,48.7625,23.675,12,30.11,56,21.9,26.3
15-09-2020,18.89,39.76,21.73,32.63,0.27,8.03,91.125,22.26666667,1.2875,16.9625,304.0833333,5.8,31.48333333,39.76,40.7875,27.1625,13.5,8.03,41,22.1,27.9
16-09-2020,20.82,40.88,15.84,28.38,0.29,9.32,92.125,22.675,0.854166667,15.275,269.0416667,5.1,34.7,40.88,35.475,19.8,14.5,9.32,41,22.5,27.6
17-09-2020,32.91,63.05,25.71,50.22,0.39,12.63,90.45833333,22.44583333,0.441666667,16.35833333,290.125,6.2,54.85,63.05,62.775,32.1375,19.5,12.63,63,22.3,28.5
18-09-2020,31.59,59.13,26.19,36.34,0.45,12.22,87.83333333,22.5625,0.508333333,16.9875,299.1666667,5.9,52.65,59.13,45.425,32.7375,22.5,12.22,59,22.4,28.3
19-09-2020,46.83,71.55,25.22,34.68,0.37,13.25,89.83333333,22.68333333,0.3625,15.975,297.375,4.6,78.05,71.55,43.35,31.525,18.5,13.25,78,22.6,27.2
20-09-2020,34.96,55.24,14.67,22.48,0.22,16.61,87.375,22.55,0.2125,17.51666667,288.3333333,6.1,58.26666667,55.24,28.1,18.3375,11,16.61,58,22.9,29
21-09-2020,9.3,21.84,17.69,24.71,0.21,15.01,90.83333333,22.00416667,0.154166667,28.25416667,251.4583333,3.9,15.5,21.84,30.8875,22.1125,10.5,15.01,31,22.3,26.2
22-09-2020,10.16,20.65,11.85,23.88,0.23,15.8,82.45833333,21.35416667,0.020833333,28.9,240.0833333,3.8,16.93333333,20.65,29.85,14.8125,11.5,15.8,30,23,26.8
23-09-2020,7.99,30.16,11.23,33,0.23,14.4,76.33333333,20.80416667,0,31.34166667,243.5,5.3,13.31666667,30.16,41.25,14.0375,11.5,14.4,41,22.7,28
24-09-2020,10.12,37.11,12.83,41.39,0.17,13.51,78.16666667,20.97083333,0,25.24583333,246.9583333,5.7,16.86666667,37.11,51.7375,16.0375,8.5,13.51,52,22.2,27.9
25-09-2020,12.47,40.14,17.05,20.38,0.09,25.83734053,83.58333333,22.45833333,0.0875,19.34583333,273.375,6.3,20.78333333,40.14,25.475,21.3125,4.5,25.83734053,40,23.1,29.4
26-09-2020,11.09,25.09,21.73,26.35,0.03,25.83734053,89.83333333,21.7,0.358333333,21.90833333,282.7083333,3.3,18.48333333,25.09,32.9375,27.1625,1.5,25.83734053,33,22.5,25.8
27-09-2020,25.01,57.32,15.42,25.11,0.04,25.83734053,81.91666667,20.22083333,0.029166667,21.99583333,296.4166667,3.4,41.68333333,57.32,31.3875,19.275,2,25.83734053,57,22.2,25.6
28-09-2020,26.49,94.49,27.5,25.45,0.22,40.55,78.79166667,20.85833333,0.016666667,15.75416667,321.9166667,8.1,44.15,94.49,31.8125,34.375,11,40.55,94,21.3,29.4
29-09-2020,41.17,88.37,22.12,27.98,0.32,32.66,81.79166667,21.64583333,0.3,18.50833333,327.1666667,6.5,68.61666667,88.37,34.975,27.65,16,32.66,88,22.4,28.9
30-09-2020,34.29,68.68,16.95,17.24,0.24,41.43,81.25,21.43333333,0.220833333,18.16666667,323.0833333,5.6,57.15,68.68,21.55,21.1875,12,41.43,69,23.1,28.7
10-01-2020,53.3,103.84,20.04,34.03,0.3,44.29,85.54166667,22.01666667,0.3,21.57916667,307.4166667,6.7,88.83333333,102.56,42.5375,25.05,15,44.29,103,22.3,29
10-02-2020,45.85,115.95,22.76,36.52,0.32,49.21,76.125,21.09583333,0,21.20833333,317.9166667,7.3,76.41666667,110.6333333,45.65,28.45,16,49.21,111,22.5,29.8
10-03-2020,45.11,117.86,17.45,22.26,0.34,50.37,67.70833333,19.80833333,0,20.3875,320.875,7.4,75.18333333,111.9066667,27.825,21.8125,17,50.37,112,23.6,31
10-04-2020,49.44,133.86,29.47,36.26,0.38,46.69,68.125,19.62083333,0,22.88333333,306.7916667,7,82.4,122.5733333,45.325,36.8375,19,46.69,123,22.8,29.8
10-05-2020,49.95,130.1,28.02,40.91,0.35,43.02,70.25,19.8125,0,24.625,310.5833333,7.1,83.25,120.0666667,51.1375,35.025,17.5,43.02,120,22.5,29.6
10-06-2020,48.95,124.24,20.64,30.84,0.34,56.87,67.125,18.6875,0,20.39583333,332.7916667,7.5,81.58333333,116.16,38.55,25.8,17,56.87,116,22.1,29.6
10-07-2020,61.91,134.61,24.95,48.43,0.48,48.31,73.58333333,19.47916667,0.075,17.62083333,334.4583333,4.9,106.3666667,123.0733333,60.5375,31.1875,24,48.31,123,22.1,27
10-08-2020,58.16,114.78,21.32,21.63,0.45,40.47,83.125,20.91666667,0.104166667,11.1375,169.75,7,96.93333333,109.8533333,27.0375,26.65,22.5,40.47,110,21.1,28.1
10-09-2020,48.69,96.96,24.38,10.74,0.47,35.39,87.29166667,22.575,0.304166667,7.295833333,103.0833333,7.1,81.15,96.96,13.425,30.475,23.5,35.39,97,22.5,29.6
10-10-2020,43.93,109.29,34.49,26.51,0.66,35.1,88.16666667,22.37083333,0.15,7.1375,236.0833333,6.6,73.21666667,106.1933333,33.1375,43.1125,33,35.1,106,21.8,28.4
10-11-2020,24.92,55.37,17.83,18.92,0.3,22.75,92.41666667,21.9625,0.658333333,9.854166667,318.7083333,3.1,41.53333333,55.37,23.65,22.2875,15,22.75,55,21.9,25
10-12-2020,23.25,43.74,20.01,22.02,0.37,23.19,91.33333333,21.9375,1.5625,9.466666667,103.8333333,5.1,38.75,43.74,27.525,25.0125,18.5,23.19,44,22.1,27.2
13-10-2020,36.28,61.42,10.8,9.41,0.26,23.37,94.79166667,22.14583333,4.2625,30.4875,267.4166667,2,60.46666667,61.42,11.7625,13.5,13,23.37,61,22.2,24.2
14-10-2020,8.95,17.11,14.23,7.72,0.3,27.54,92.70833333,21.67916667,0.275,33.14166667,115.0833333,2.8,14.91666667,17.11,9.65,17.7875,15,27.54,28,21.9,24.7
15-10-2020,17.06,35.77,18.3,2.71,0.45,33.21,85.875,21.4375,0.0625,16.12083333,171.125,4.2,28.43333333,35.77,3.3875,22.875,22.5,33.21,36,22.3,26.5
16-10-2020,24.15,61.3,20.89,12.36,0.36,36.52,80.58333333,20.8875,0.004166667,13.69583333,229.625,6.7,40.25,61.3,15.45,26.1125,18,36.52,61,21.5,28.2
17-10-2020,29.18,69.07,21.97,24.07,0.32,40.44,82.95833333,21.54166667,0.35,7.6625,256.6666667,6.9,48.63333333,69.07,30.0875,27.4625,16,40.44,69,22,28.9
18-10-2020,28.85,56.73,25.5,27,0.44,32.5,87.29166667,22.1125,0.266666667,3.429166667,234.5416667,7.8,48.08333333,56.73,33.75,31.875,22,32.5,57,21.7,29.5
19-10-2020,48.02,98.34,33.73,33.31,0.52,20.41,84.66666667,22.10833333,0.025,9.958333333,218.8333333,8.3,80.03333333,98.34,41.6375,42.1625,26,20.41,98,21.7,30
20-10-2020,51.26,83.9,30.76,15.19,0.69,27.01,90.04166667,22.50833333,0.833333333,11.05833333,164.25,5.4,85.43333333,83.9,18.9875,38.45,34.5,27.01,85,22.4,27.8
21-10-2020,55.08,92.91,25.54,33.66,0.41,31.83,89.33333333,22.43333333,0.383333333,10.83333333,276.2083333,6.4,91.8,92.91,42.075,31.925,20.5,31.83,93,22,28.4
22-10-2020,77.38,155.88,27.55,34.81,0.44,48.76,77.41666667,20.55,0,12.7125,170.1666667,8.6,157.9333333,137.2533333,43.5125,34.4375,22,48.76,158,21.3,29.9
23-10-2020,71.78,157.02,40.86,36.06,0.57,57.64,72.125,19.18333333,0,9.7,179.75,9.7,139.2666667,138.0133333,45.075,51.075,28.5,57.64,139,20.4,30.1
24-10-2020,69.88,155.2,43.72,29.33,0.69,58.22,68.625,18.45416667,0,8.5125,128.0416667,10.4,132.9333333,136.8,36.6625,54.65,34.5,58.22,137,19.9,30.3
25-10-2020,61.26,128.55,25.85,7.62,0.66,56.31,66.625,18.52916667,0,10.6,70.16666667,7.5,104.2,119.0333333,9.525,32.3125,33,56.31,119,22.1,29.6
26-10-2020,59.55,122.14,19.46,19.08,0.44,61.2,68.125,18.15416667,0,12.42916667,40.5,8.5,99.25,114.76,23.85,24.325,22,61.2,115,20.8,29.3
27-10-2020,57.71,120.95,17.59,16.64,0.37,76.08,67.375,16.97083333,0,15.5875,33.79166667,9.5,96.18333333,113.9666667,20.8,21.9875,18.5,76.08,114,19.4,28.9
28-10-2020,64.66,127.8,25.16,15.13,0.39,64.34,66.66666667,16.25,0,13.45416667,47.20833333,11,115.5333333,118.5333333,18.9125,31.45,19.5,64.34,119,18.2,29.2
29-10-2020,68.8,141.43,27.7,16.85,0.37,68.53,67.20833333,16.75,0,12.9375,47,11,129.3333333,127.62,21.0625,34.625,18.5,68.53,129,17.9,28.9
30-10-2020,74.67,148.14,19.67,29.77,0.33,69.55,66.66666667,17.4125,0,14.34166667,40.54166667,8.6,148.9,132.0933333,37.2125,24.5875,16.5,69.55,149,20.4,29
31-10-2020,77.8,163.2,18.8,21.26,0.43,77.38,66.625,16.86666667,0,16.0375,37.33333333,9.7,159.3333333,142.1333333,26.575,23.5,21.5,77.38,159,19.1,28.8
11-01-2020,69.91,152.95,20.97,13.21,0.42,88.24,67.875,16.75416667,0,14.3125,28.08333333,10.4,133.0333333,135.3,16.5125,26.2125,21,88.24,135,18.5,28.9
11-02-2020,74.71,157.61,28.22,26.16,0.51,72.74,67.66666667,16.97916667,0,15.2875,25.16666667,10.9,149.0333333,138.4066667,32.7,35.275,25.5,72.74,149,18.4,29.3
11-03-2020,79.55,163.17,18.32,15.79,0.46,87.06,68.75,17.70416667,0,17.00833333,26.75,9.3,165.1666667,142.1133333,19.7375,22.9,23,87.06,165,20,29.3
11-04-2020,65.22,157.09,25.14,27.01,0.41,76.77,58.70833333,14.2375,0,17.75416667,28.16666667,9.9,117.4,138.06,33.7625,31.425,20.5,76.77,138,18.9,28.8
11-05-2020,54.62,137.78,22.17,13.47,0.29,78.81,54.375,12.05416667,0,16.6875,33.29166667,12,91.03333333,125.1866667,16.8375,27.7125,14.5,78.81,125,16.7,28.7
11-06-2020,61.17,130.56,22.51,11.9,0.48,67.4,60.91666667,14.525,0,16.47083333,61.5,10.9,103.9,120.3733333,14.875,28.1375,24,67.4,120,17.6,28.5
11-07-2020,76.5,148.92,19.91,14.92,0.49,61.42,76.70833333,18.7,0,13.0125,71.91666667,9.3,155,132.6133333,18.65,24.8875,24.5,61.42,155,19.1,28.4
11-08-2020,72.08,148.815,21.905,18.77,0.43,76.41,61.08333333,13.60833333,0,16.5,41.66666667,10.2,140.2666667,132.5433333,23.4625,27.38125,21.5,76.41,140,17.7,27.9
11-09-2020,67.66,148.71,23.9,22.62,0.37,91.4,54.125,10.25416667,0,17.8125,30.04166667,12.2,125.5333333,132.4733333,28.275,29.875,18.5,91.4,132,14.8,27
11-10-2020,73.63,152.6,26.36,20.13,0.42,79.36,58.25,11.15416667,0,18.275,49.16666667,11.9,145.4333333,135.0666667,25.1625,32.95,21,79.36,145,14.6,26.5
11-11-2020,54.38,118.03,27.68,17.52,0.45,57.45,60.5,12.20416667,0,16.94583333,44.79166667,13.9,90.63333333,112.02,21.9,34.6,22.5,57.45,112,13.5,27.4
11-12-2020,28.69,76.99,22.52,7.64,0.4,24.99,78.58333333,18.4875,0.045833333,16.6375,79.25,7.3,47.81666667,76.99,9.55,28.15,20,24.99,77,19,26.3
13-11-2020,27.69,73.86,21.92,5.46,0.43,28.17,79.45833333,19.425,0,16.3375,107.4583333,7.2,46.15,73.86,6.825,27.4,21.5,28.17,74,20.4,27.6
14-11-2020,42.82,100.43,25.4,9.9,0.39,38.87,73.04166667,17.81666667,0,13.47916667,104.4583333,10.3,71.36666667,100.2866667,12.375,31.75,19.5,38.87,100,18.6,28.9
15-11-2020,45.15,88.41,15.67,5.75,0.36,44.14,71.91666667,17.5,0,16.65,114.5416667,10.7,75.25,88.41,7.1875,19.5875,18,44.14,88,17.7,28.4
16-11-2020,37.41,79.94,16.26,3.87,0.34,39.42,69.33333333,17.14583333,0,19.07916667,121.5833333,7,62.35,79.94,4.8375,20.325,17,39.42,80,20.9,27.9
17-11-2020,51.9,96.56,26.82,4.11,0.45,38,68.29166667,16.64166667,0,16.625,124.25,11,86.5,96.56,5.1375,33.525,22.5,38,97,17.9,28.9
18-11-2020,33.35,73.47,23.16,3.47,0.44,34.57,73.08333333,17.81666667,0,16.25833333,141.625,10.2,55.58333333,73.47,4.3375,28.95,22,34.57,73,18.3,28.5
19-11-2020,26.1,63.32,19.57,3.09,0.42,30.42,75.875,18.87083333,0,18.25,145.3333333,8.3,43.5,63.32,3.8625,24.4625,21,30.42,63,20.4,28.7
20-11-2020,30.14,76.64,28.96,6.7,0.45,33.02,64.375,15.5625,0,13.15416667,158.6666667,11,50.23333333,76.64,8.375,36.2,22.5,33.02,77,18.9,29.9
21-11-2020,53.11,142.48,34.99,12.91,0.37,31.51,59.16666667,14.67916667,0,11.89166667,147.0416667,12.7,88.51666667,128.32,16.1375,43.7375,18.5,31.51,128,17.2,29.9
22-11-2020,57.94,103.67,22.95,9.29,0.35,39.62,74.04166667,18.07083333,0.0125,11.42916667,57.20833333,9.2,96.56666667,102.4466667,11.6125,28.6875,17.5,39.62,102,18.6,27.8
23-11-2020,61.11,114.62,24.02,12.99,0.42,48.02,67.83333333,15.82916667,0,14.24166667,67.75,10.1,103.7,109.7466667,16.2375,30.025,21,48.02,110,18.4,28.5
24-11-2020,59.19,112.65,30.53,24.15,0.32,40.31,52.125,10.51666667,0,17.24166667,53,11.5,98.65,108.4333333,30.1875,38.1625,16,40.31,108,16.6,28.1
25-11-2020,48.32,90.03,22.55,14.08,0.3,37.23,53.41666667,11.83333333,0,17.0375,59.91666667,12.3,80.53333333,90.03,17.6,28.1875,15,37.23,90,15.7,28
