Date,PM2.5,PM10,NO2,SO2,CO,Ozone,min_temp,max_temp,relativehumidity_2m (%),dewpoint_2m (°C),rain (mm),windspeed_100m (km/h),winddirection_100m (°)
14-07-2020,16.75,36.32,13.9,7.87,0.17,8.15,23.1,28.3,84.66666667,22.25416667,0.325,15.14166667,262.9166667
15-07-2020,17.42,29.95,15.09,8.75,0.19,7.97,22.8,26.2,92.75,22.58333333,0.883333333,20.49166667,264.25
16-07-2020,9.22,24.42,14.35,6.86,0.11,8.58,22.3,24.3,91.25,21.75416667,0.766666667,25.975,245.75
17-07-2020,8.36,28.38,6.54,3.57,0.15,8.8,22.7,27.4,86.25,21.6875,0.154166667,23.76666667,232.6666667
18-07-2020,14,43.53,11,5.76,0.18,8.67,22.9,29.6,80.83333333,21.89166667,0.216666667,18.25,244.6666667
19-07-2020,21.33,45.67,15.76,9.87,0.19,7.7,23.3,29.5,83.08333333,22.65,0.179166667,14.65,255.7916667
20-07-2020,20.34,49.52,18.14,12.37,0.26,8.32,23.2,28.3,86.875,23.01666667,0.470833333,13.3,236.375
21-07-2020,12.21,37.27,13.91,4.28,0.22,8.48,22.7,30.2,80.91666667,22.34583333,0.104166667,12.75,190
22-07-2020,19.29,44.92,18.58,5.05,0.28,7.38,23.4,31.1,80.16666667,22.87916667,0.029166667,13.025,215.5416667
23-07-2020,26.06,45.44,25.98,6.3,0.29,6.23,23.3,26.4,90.66666667,23.1,0.570833333,8.7625,215.3333333
24-07-2020,18.64,42.09,20.06,5.6,0.33,7.63,22.7,28.6,86.54166667,22.49166667,0.05,13.225,206.4166667
25-07-2020,24.02,55.49,27.3,7.47,0.4,7.36,22.3,27.4,85.58333333,21.69166667,0.395833333,13.61666667,223.4583333
26-07-2020,11.87,30.04,13.28,4.63,0.21,8.14,22.8,30,75.16666667,21.1625,0,17.50416667,236.0416667
27-07-2020,20.8,55.87,20.72,23.83,0.22,7.78,22.9,30.4,76.95833333,21.61666667,0.133333333,22.44166667,279.625
28-07-2020,26.96,72.22,18.07,28,0.17,6.62,23.7,29.7,81.70833333,22.44166667,0.241666667,18.2375,298.9583333
29-07-2020,20.58,43.24,20.75,9.04,0.36,7.45,22.7,29.2,88.16666667,22.825,0.5,10.81666667,252.5
30-07-2020,23.24,47.48,22.46,3.77,0.37,8.97,22.3,30.5,80.75,22.22083333,0.054166667,11.14583333,209.0833333
31-07-2020,19.79,44.3,20.91,3.77,0.34,8.92,22.8,30.1,85.29166667,23.1125,0.3375,9.7,198.0416667
01-08-2020,28.79,56.56,28.53,6.94,0.55,10.54,23,30.3,82.33333333,22.7375,0.120833333,11.10833333,233.125
02-08-2020,16.68,36.55,18.11,6.6,0.27,6.58,23.2,29.9,80.70833333,22.175,0.245833333,21.08333333,255.0416667
03-08-2020,13.8,22.41,14.69,11.22,0.2,7.8,22.9,26.7,84.91666667,21.76666667,0.258333333,32.35833333,261.3333333
04-08-2020,8.05,26.38,13.4,8.14,0.18,7.92,22.9,26.3,86.58333333,21.3625,0.175,41.61666667,259.3333333
05-08-2020,5.91,12.98,13.05,6.65,0.15,7.24,23.1,25.8,84.75,21.425,0.058333333,36.9625,248.875
06-08-2020,9.52,25.95,8.08,3.14,0.18,7.86,23.6,28.2,78.125,21.61666667,0.0875,32.18333333,237.3333333
07-08-2020,8.25,23.9,9.29,5.17,0.12,7.95,24.1,28.9,78.375,21.94166667,0.091666667,28.025,247.5
08-08-2020,16.29,46.19,21.23,19.84,0.23,7.09,23.9,28.9,75.66666667,21.4,0.033333333,28.40833333,273.125
09-08-2020,22.12,57.12,17.09,20.99,0.21,7.14,23.1,28.3,82.45833333,21.68333333,0.4875,25.81666667,276.6666667
10-08-2020,22.89,43.43,19.94,15.77,0.21,6.2,22.5,25.1,88.875,21.63333333,0.325,28.89583333,263.6666667
11-08-2020,17.8,32.09,19.19,19.17,0.27,7.07,22.4,28.4,82.375,21.55416667,0.104166667,31.425,269.9583333
12-08-2020,18,42.56,17.29,18.18,0.22,6.87,23,26.9,82.83333333,21.48333333,0.233333333,33.19166667,267.75
13-08-2020,14.31,25.43,20.23,14.18,0.15,5.85,22.2,23.5,92.91666667,21.4,0.879166667,36.12083333,267.0833333
14-08-2020,14.73,29.25,18.96,10.92,0.2,6.55,21.6,24.7,89.54166667,20.74583333,0.725,37.54166667,259.0416667
15-08-2020,8.4,13.95,8.06,6.85,0.22,8.19,21.9,23.4,92.16666667,21.1625,1.008333333,37.48333333,258.5416667
16-08-2020,5.33,7.33,18.93,8.83,0.22,8.47,21.9,22.9,93.54166667,21.33333333,1.041666667,36.975,258.9583333
17-08-2020,14.61,22.39,25.89,16.62,0.26,6.88,22.1,25.6,91.20833333,21.72916667,0.625,33.8625,263.7083333
18-08-2020,19.4,36.46,21.28,21.97,0.24,8.44,22.4,27.5,80.91666667,21.16666667,0.004166667,32.57916667,267.5833333
19-08-2020,21.24,39.45,19.41,24.27,0.28,6.94,22.1,24.9,90.83333333,21.7125,0.7375,30.17083333,268
20-08-2020,17.07,25.52,18.28,19.01,0.24,7.1,22.1,23.4,93.45833333,21.69166667,1.970833333,33.42916667,268.875
21-08-2020,8.7,35.39,12.37,7.84,0.21,7.95,22.2,25.3,89.41666667,21.6625,0.279166667,32.56666667,248.875
23-08-2020,12.83,40.325,11.89,9.365,0.255,8.695,22.9,29.2,79.66666667,21.5625,0.033333333,23.3,248.2083333
24-08-2020,16.96,45.26,11.41,10.89,0.3,9.44,22.8,28.6,78.45833333,21.42083333,0.016666667,24.50833333,256.625
25-08-2020,20.19,48.11,18.72,10.06,0.32,6.17,22.9,29.5,76.125,21.22916667,0,21.48333333,273.25
26-08-2020,35.39,89.71,16.56,16.75,0.24,6.79,23.6,28.5,77.54166667,21.4625,0.016666667,18.75833333,282.0416667
27-08-2020,29.85,60.75,17.65,12.39,0.31,5.88,22.5,26.3,82.95833333,21.29583333,0.079166667,23.09583333,279.0833333
28-08-2020,18.36,45.34,15.86,15.53,0.21,6.37,22.7,28,79.45833333,21.17916667,0,24.87083333,265.625
29-08-2020,14.55,42.75,14.03,17.09,0.18,6.47,22.8,28.4,78.16666667,21.1,0.008333333,25.38333333,255.2083333
30-08-2020,16.67,45.96,15.44,20.01,0.24,6.85,22.5,29.3,77.125,21.2875,0,21.4375,252.125
31-08-2020,21.45,64.47,15.69,26.4,0.27,6.64,22.2,30,74.5,20.92916667,0,19.375,275.75
01-09-2020,31.87,92.25,14.4,11.37,0.26,8.41,23.4,30,75.25,21.37916667,0.020833333,17.68333333,321.2916667
02-09-2020,25.78,68.03,11.84,9.99,0.28,9.19,23.7,30,80.29166667,22.12916667,0.116666667,15.39166667,175.25
03-09-2020,18.15,70.76,13.5,5.63,0.3,12.5,21.7,29.6,83.5,22.29583333,0.054166667,9.575,123.4583333
04-09-2020,13.11,48.45,11.93,2.28,0.29,10.54,23.2,29.9,80.08333333,22.1125,0,14.8,136.875
05-09-2020,12.43,51.46,14.32,4.08,0.29,10.27,23.2,30.6,80.04166667,22.67916667,0.004166667,12.23333333,136.625
06-09-2020,13.52,39.49,10.37,3.08,0.26,13.72,23.3,30.8,76.58333333,22.2375,0,14.04166667,137.7083333
07-09-2020,18.35,48,13.98,7,0.25,10.48,22.7,30.8,78.75,22.4625,0.133333333,7.170833333,161.4166667
08-09-2020,18.24,53.34,16.77,15.39,0.33,74.67,22.4,30.4,76.58333333,21.8125,0.016666667,8.458333333,200.4583333
09-09-2020,26.16,69.67,21.57,16.24,0.34,95.73,23.1,30.6,79.83333333,22.54166667,0.054166667,9.445833333,166.7916667
10-09-2020,34.1,80.22,23.24,34.27,0.4,62.95,22.6,30.1,82.625,22.29583333,0.154166667,7.820833333,230.5
11-09-2020,23.43,56.93,26.64,21.41,0.39,50.67,22.7,30.2,80.58333333,22.32083333,0.1,12.4375,243.4583333
12-09-2020,8.02,20.93,14.9,26.1,0.26,50.74,23.2,29.1,77.41666667,21.45416667,0.008333333,17.80416667,254.9583333
13-09-2020,20.51,40.6,19.48,28.39,0.28,44.91,22,24.6,89.54166667,21.39166667,0.6875,26.1,283.375
14-09-2020,30.27,55.97,18.94,39.01,0.24,30.11,21.9,26.3,90.29166667,21.7375,0.770833333,26.07083333,302.3333333
15-09-2020,18.89,39.76,21.73,32.63,0.27,8.03,22.1,27.9,91.125,22.26666667,1.2875,16.9625,304.0833333
16-09-2020,20.82,40.88,15.84,28.38,0.29,9.32,22.5,27.6,92.125,22.675,0.854166667,15.275,269.0416667
17-09-2020,32.91,63.05,25.71,50.22,0.39,12.63,22.3,28.5,90.45833333,22.44583333,0.441666667,16.35833333,290.125
18-09-2020,31.59,59.13,26.19,36.34,0.45,12.22,22.4,28.3,87.83333333,22.5625,0.508333333,16.9875,299.1666667
19-09-2020,46.83,71.55,25.22,34.68,0.37,13.25,22.6,27.2,89.83333333,22.68333333,0.3625,15.975,297.375
20-09-2020,34.96,55.24,14.67,22.48,0.22,16.61,22.9,29,87.375,22.55,0.2125,17.51666667,288.3333333
21-09-2020,9.3,21.84,17.69,24.71,0.21,15.01,22.3,26.2,90.83333333,22.00416667,0.154166667,28.25416667,251.4583333
22-09-2020,10.16,20.65,11.85,23.88,0.23,15.8,23,26.8,82.45833333,21.35416667,0.020833333,28.9,240.0833333
23-09-2020,7.99,30.16,11.23,33,0.23,14.4,22.7,28,76.33333333,20.80416667,0,31.34166667,243.5
24-09-2020,10.12,37.11,12.83,41.39,0.17,13.51,22.2,27.9,78.16666667,20.97083333,0,25.24583333,246.9583333
25-09-2020,12.47,40.14,17.05,20.38,0.09,25.83734053,23.1,29.4,83.58333333,22.45833333,0.0875,19.34583333,273.375
26-09-2020,11.09,25.09,21.73,26.35,0.03,25.83734053,22.5,25.8,89.83333333,21.7,0.358333333,21.90833333,282.7083333
27-09-2020,25.01,57.32,15.42,25.11,0.04,25.83734053,22.2,25.6,81.91666667,20.22083333,0.029166667,21.99583333,296.4166667
28-09-2020,26.49,94.49,27.5,25.45,0.22,40.55,21.3,29.4,78.79166667,20.85833333,0.016666667,15.75416667,321.9166667
29-09-2020,41.17,88.37,22.12,27.98,0.32,32.66,22.4,28.9,81.79166667,21.64583333,0.3,18.50833333,327.1666667
30-09-2020,34.29,68.68,16.95,17.24,0.24,41.43,23.1,28.7,81.25,21.43333333,0.220833333,18.16666667,323.0833333
01-10-2020,53.3,103.84,20.04,34.03,0.3,44.29,22.3,29,85.54166667,22.01666667,0.3,21.57916667,307.4166667
02-10-2020,45.85,115.95,22.76,36.52,0.32,49.21,22.5,29.8,76.125,21.09583333,0,21.20833333,317.9166667
03-10-2020,45.11,117.86,17.45,22.26,0.34,50.37,23.6,31,67.70833333,19.80833333,0,20.3875,320.875
04-10-2020,49.44,133.86,29.47,36.26,0.38,46.69,22.8,29.8,68.125,19.62083333,0,22.88333333,306.7916667
05-10-2020,49.95,130.1,28.02,40.91,0.35,43.02,22.5,29.6,70.25,19.8125,0,24.625,310.5833333
06-10-2020,48.95,124.24,20.64,30.84,0.34,56.87,22.1,29.6,67.125,18.6875,0,20.39583333,332.7916667
07-10-2020,61.91,134.61,24.95,48.43,0.48,48.31,22.1,27,73.58333333,19.47916667,0.075,17.62083333,334.4583333
08-10-2020,58.16,114.78,21.32,21.63,0.45,40.47,21.1,28.1,83.125,20.91666667,0.104166667,11.1375,169.75
09-10-2020,48.69,96.96,24.38,10.74,0.47,35.39,22.5,29.6,87.29166667,22.575,0.304166667,7.295833333,103.0833333
10-10-2020,43.93,109.29,34.49,26.51,0.66,35.1,21.8,28.4,88.16666667,22.37083333,0.15,7.1375,236.0833333
11-10-2020,24.92,55.37,17.83,18.92,0.3,22.75,21.9,25,92.41666667,21.9625,0.658333333,9.854166667,318.7083333
12-10-2020,23.25,43.74,20.01,22.02,0.37,23.19,22.1,27.2,91.33333333,21.9375,1.5625,9.466666667,103.8333333
13-10-2020,36.28,61.42,10.8,9.41,0.26,23.37,22.2,24.2,94.79166667,22.14583333,4.2625,30.4875,267.4166667
14-10-2020,8.95,17.11,14.23,7.72,0.3,27.54,21.9,24.7,92.70833333,21.67916667,0.275,33.14166667,115.0833333
15-10-2020,17.06,35.77,18.3,2.71,0.45,33.21,22.3,26.5,85.875,21.4375,0.0625,16.12083333,171.125
16-10-2020,24.15,61.3,20.89,12.36,0.36,36.52,21.5,28.2,80.58333333,20.8875,0.004166667,13.69583333,229.625
17-10-2020,29.18,69.07,21.97,24.07,0.32,40.44,22,28.9,82.95833333,21.54166667,0.35,7.6625,256.6666667
18-10-2020,28.85,56.73,25.5,27,0.44,32.5,21.7,29.5,87.29166667,22.1125,0.266666667,3.429166667,234.5416667
19-10-2020,48.02,98.34,33.73,33.31,0.52,20.41,21.7,30,84.66666667,22.10833333,0.025,9.958333333,218.8333333
20-10-2020,51.26,83.9,30.76,15.19,0.69,27.01,22.4,27.8,90.04166667,22.50833333,0.833333333,11.05833333,164.25
21-10-2020,55.08,92.91,25.54,33.66,0.41,31.83,22,28.4,89.33333333,22.43333333,0.383333333,10.83333333,276.2083333
22-10-2020,77.38,155.88,27.55,34.81,0.44,48.76,21.3,29.9,77.41666667,20.55,0,12.7125,170.1666667
23-10-2020,71.78,157.02,40.86,36.06,0.57,57.64,20.4,30.1,72.125,19.18333333,0,9.7,179.75
24-10-2020,69.88,155.2,43.72,29.33,0.69,58.22,19.9,30.3,68.625,18.45416667,0,8.5125,128.0416667
25-10-2020,61.26,128.55,25.85,7.62,0.66,56.31,22.1,29.6,66.625,18.52916667,0,10.6,70.16666667
26-10-2020,59.55,122.14,19.46,19.08,0.44,61.2,20.8,29.3,68.125,18.15416667,0,12.42916667,40.5
27-10-2020,57.71,120.95,17.59,16.64,0.37,76.08,19.4,28.9,67.375,16.97083333,0,15.5875,33.79166667
28-10-2020,64.66,127.8,25.16,15.13,0.39,64.34,18.2,29.2,66.66666667,16.25,0,13.45416667,47.20833333
29-10-2020,68.8,141.43,27.7,16.85,0.37,68.53,17.9,28.9,67.20833333,16.75,0,12.9375,47
30-10-2020,74.67,148.14,19.67,29.77,0.33,69.55,20.4,29,66.66666667,17.4125,0,14.34166667,40.54166667
31-10-2020,77.8,163.2,18.8,21.26,0.43,77.38,19.1,28.8,66.625,16.86666667,0,16.0375,37.33333333
01-11-2020,69.91,152.95,20.97,13.21,0.42,88.24,18.5,28.9,67.875,16.75416667,0,14.3125,28.08333333
02-11-2020,74.71,157.61,28.22,26.16,0.51,72.74,18.4,29.3,67.66666667,16.97916667,0,15.2875,25.16666667
03-11-2020,79.55,163.17,18.32,15.79,0.46,87.06,20,29.3,68.75,17.70416667,0,17.00833333,26.75
04-11-2020,65.22,157.09,25.14,27.01,0.41,76.77,18.9,28.8,58.70833333,14.2375,0,17.75416667,28.16666667
05-11-2020,54.62,137.78,22.17,13.47,0.29,78.81,16.7,28.7,54.375,12.05416667,0,16.6875,33.29166667
06-11-2020,61.17,130.56,22.51,11.9,0.48,67.4,17.6,28.5,60.91666667,14.525,0,16.47083333,61.5
07-11-2020,76.5,148.92,19.91,14.92,0.49,61.42,19.1,28.4,76.70833333,18.7,0,13.0125,71.91666667
08-11-2020,72.08,148.815,21.905,18.77,0.43,76.41,17.7,27.9,61.08333333,13.60833333,0,16.5,41.66666667
09-11-2020,67.66,148.71,23.9,22.62,0.37,91.4,14.8,27,54.125,10.25416667,0,17.8125,30.04166667
10-11-2020,73.63,152.6,26.36,20.13,0.42,79.36,14.6,26.5,58.25,11.15416667,0,18.275,49.16666667
11-11-2020,54.38,118.03,27.68,17.52,0.45,57.45,13.5,27.4,60.5,12.20416667,0,16.94583333,44.79166667
12-11-2020,28.69,76.99,22.52,7.64,0.4,24.99,19,26.3,78.58333333,18.4875,0.045833333,16.6375,79.25
13-11-2020,27.69,73.86,21.92,5.46,0.43,28.17,20.4,27.6,79.45833333,19.425,0,16.3375,107.4583333
14-11-2020,42.82,100.43,25.4,9.9,0.39,38.87,18.6,28.9,73.04166667,17.81666667,0,13.47916667,104.4583333
15-11-2020,45.15,88.41,15.67,5.75,0.36,44.14,17.7,28.4,71.91666667,17.5,0,16.65,114.5416667
16-11-2020,37.41,79.94,16.26,3.87,0.34,39.42,20.9,27.9,69.33333333,17.14583333,0,19.07916667,121.5833333
17-11-2020,51.9,96.56,26.82,4.11,0.45,38,17.9,28.9,68.29166667,16.64166667,0,16.625,124.25
18-11-2020,33.35,73.47,23.16,3.47,0.44,34.57,18.3,28.5,73.08333333,17.81666667,0,16.25833333,141.625
19-11-2020,26.1,63.32,19.57,3.09,0.42,30.42,20.4,28.7,75.875,18.87083333,0,18.25,145.3333333
20-11-2020,30.14,76.64,28.96,6.7,0.45,33.02,18.9,29.9,64.375,15.5625,0,13.15416667,158.6666667
21-11-2020,53.11,142.48,34.99,12.91,0.37,31.51,17.2,29.9,59.16666667,14.67916667,0,11.89166667,147.0416667
22-11-2020,57.94,103.67,22.95,9.29,0.35,39.62,18.6,27.8,74.04166667,18.07083333,0.0125,11.42916667,57.20833333
23-11-2020,61.11,114.62,24.02,12.99,0.42,48.02,18.4,28.5,67.83333333,15.82916667,0,14.24166667,67.75
24-11-2020,59.19,112.65,30.53,24.15,0.32,40.31,16.6,28.1,52.125,10.51666667,0,17.24166667,53
25-11-2020,48.32,90.03,22.55,14.08,0.3,37.23,15.7,28,53.41666667,11.83333333,0,17.0375,59.91666667
26-11-2020,33.06,64.36,13.16,5.18,0.4,29.99,20,24.6,69.875,16.42083333,0.004166667,19.85416667,74.79166667
27-11-2020,45.65,56.56,13.68,4.49,0.32,28.17,17.8,19.6,91.33333333,17.1375,0.716666667,27.66666667,41.125
28-11-2020,32.8,60.23,18.29,5.54,0.47,25.14,17.2,24.7,85.45833333,17.82083333,0.058333333,24.125,79.33333333
29-11-2020,40.38,77.31,21.3,3.5,0.44,28.04,19.4,26.3,80.91666667,18.98333333,0,12.925,109.7083333
30-11-2020,61.73,120.88,36.22,5.53,0.54,35.28,18.8,27.3,76.04166667,18.26666667,0,10.8125,120.9166667
01-12-2020,64.16,131.75,36.71,8.21,0.51,37.73,19,27.3,73.25,17.02916667,0,9.808333333,95.70833333
02-12-2020,63.46,132.53,27.36,15.33,0.44,46.08,16,27.5,68.20833333,14.74166667,0,11.94583333,108.7916667
03-12-2020,67.76,133.46,29.15,13.15,0.5,44.04,14.9,27.5,65.04166667,13.95416667,0,12.93333333,74.29166667
04-12-2020,62.54,123.18,28.66,12.83,0.42,38.02,15.5,27.7,62.83333333,13.325,0,14.79166667,62.08333333
05-12-2020,60.67,110.4,27.91,15.27,0.39,42.3,15.9,27.3,57.70833333,11.55416667,0,13.44166667,69.54166667
06-12-2020,51.69,103.34,26.51,11.27,0.39,40.41,14.2,27.6,60.20833333,11.8125,0,15.17083333,82.125
07-12-2020,54.2,101.79,26.15,13.8,0.39,37.53,14.8,27.6,66.45833333,13.92083333,0,15.90833333,101.7916667
08-12-2020,56.63,119.19,41.52,9.74,0.65,32.58,15.6,27.4,66.95833333,14.13333333,0,16.17916667,112.4166667
09-12-2020,60.62,124.56,46.12,10.54,0.56,33.45,15.5,27.6,57.08333333,11.72083333,0,12.91666667,117.625
10-12-2020,63.34,130.18,44.1,8.04,0.55,37.18,15,27.8,60.875,12.80416667,0,14.2125,134.375
11-12-2020,54.75,98.84,25.93,5.56,0.44,42.54,14.8,27.9,61.79166667,12.39166667,0,15.72916667,152.0833333
12-12-2020,70.33,120.74,27.64,6.9,0.46,43.04,14.9,27.5,66.54166667,13.60833333,0,16.00416667,145
13-12-2020,74.95,138.27,32.07,8,0.53,40.66,14.8,27.3,68.04166667,13.99166667,0,14.42083333,141.5833333
14-12-2020,65.15,108.7,24.76,6.74,0.4,40.42,15.5,27.3,68.25,14.44166667,0,17.50416667,144.25
15-12-2020,64.04,109.07,24.95,5.37,0.47,36.88,16.5,26.6,70.95833333,15.09166667,0,18.79166667,132.0833333
16-12-2020,72.79,137.34,27.76,5.72,0.55,33.89,16.8,27,73.25,16.17916667,0,17.725,126.0833333
17-12-2020,68.57,123,28.86,6.17,0.49,33.8,15.8,27.7,71.33333333,15.8375,0,14.01666667,107.9166667
18-12-2020,75.1,144.57,29.59,9.78,0.53,32.74,16.1,27.3,66.75,14.85833333,0,13.3875,79.95833333
19-12-2020,73.43,136.83,22.73,10.14,0.43,34.47,16.4,26.9,62.83333333,13.2125,0,17.04583333,71.45833333
20-12-2020,67.11,114.01,21.06,14.26,0.37,35.95,15.8,26.6,55.08333333,10.2,0,17.025,56.33333333
21-12-2020,60.16,122.12,27.63,18.09,0.38,34.24,12.7,26.8,47.625,6.6625,0,15.32916667,53.16666667
22-12-2020,62.71,123.24,33.5,19.99,0.37,33.45,14.4,26.6,45.33333333,7.233333333,0,12.94166667,81.875
23-12-2020,70.96,144.92,37.54,14.02,0.6,36.96,14.3,26.7,54.33333333,9.7125,0,13.20416667,123.7083333
24-12-2020,77.97,148.64,36.06,8.87,0.55,36.21,13.3,26.8,65.41666667,12.475,0,15.71666667,121.7916667
25-12-2020,78.65,163.95,36.29,6.34,0.62,34.02,13.7,26.5,68.08333333,13.36666667,0,15.15416667,117.0833333
26-12-2020,77.54,162.11,38.18,7.15,0.66,32.81,16.4,27,67.16666667,14.16666667,0,12.1625,106.7916667
27-12-2020,74.42,159.51,51.17,10.23,0.59,32.4,16.1,27.9,64.5,13.57083333,0,11.43333333,102.25
28-12-2020,80.04,162.53,35.42,10.26,0.63,33.05,14.5,28.4,62.33333333,12.625,0,13.02083333,120.6666667
29-12-2020,80.14,162.85,28.64,6.03,0.53,35.95,14.9,27.7,63.58333333,12.97083333,0,17.55416667,118.1666667
30-12-2020,80.27,159.55,22.78,5.52,0.52,37.78,14.9,27.1,68.125,14.19166667,0,17.52916667,123.625
31-12-2020,80.91,161.72,23.63,3.39,0.55,33.34,17.4,25.9,71.125,15.79583333,0,18.25,125.0833333
01-01-2021,79.27,163.77,22.23,3.28,0.61,33.6,17.5,26.8,70.66666667,15.39583333,0,18.6375,126.5833333
02-01-2021,78.15,159.71,30.47,3.77,0.56,32.39,15.7,26.9,69.41666667,14.32083333,0,17.5375,124.25
03-01-2021,78.24,167.42,32.12,2.76,0.61,31.08,15.4,26.7,69.16666667,14.05833333,0,18.625,125.4166667
04-01-2021,70.44,122.03,23.6,3.46,0.4,30.82,16,26.9,64.45833333,12.7375,0,23.175,126.875
05-01-2021,53.74,87.48,20.45,2.79,0.39,28.5,15.9,27,70.08333333,14.72083333,0,17.38333333,133.7916667
06-01-2021,58.73,90.47,22.37,3.41,0.46,21.98,20,23.9,83.5,18.64583333,0.029166667,12.37916667,124.625
07-01-2021,62.79,97.74,34.11,6.25,0.49,22.02,18.5,26.1,77.83333333,17.75833333,0.008333333,10.22916667,109.1666667
08-01-2021,59.66,111.03,21.8,2.41,0.44,24.71,18.5,28.7,68.25,16.86666667,0,17.19583333,131.25
09-01-2021,38.57,74.9,32.34,3.83,0.35,19.3,19.6,28.8,61.20833333,13.77083333,0,17.90833333,125.5833333
10-01-2021,52.93,95.82,38,4.96,0.4,20.79,16.8,29.2,60.91666667,13.825,0,15.69166667,120.2083333
11-01-2021,68.24,144.26,49.48,11.57,0.64,23.37,17.3,30.2,52.33333333,12.86666667,0,13.45416667,107.5
12-01-2021,63.43,147.98,52.43,11.4,0.89,22,17.6,30.2,57.875,14.7375,0,12.45,72
13-01-2021,72.8,141.49,43.69,5.46,0.57,24.29,17.4,29.7,59.66666667,14.42916667,0,11.9125,112.75
14-01-2021,68.06,106.98,20.16,2.87,0.4,23.33,17,29.3,61.16666667,14.15833333,0,13.33333333,104.25
15-01-2021,79.28,136.39,26.57,4.39,0.55,23.1,16.3,28.8,62.16666667,14.58333333,0,12.65833333,115.9166667
16-01-2021,76.63,117.16,24.25,2.56,0.47,22.62,16.7,29.2,61.54166667,14.62916667,0,13.3,118.4166667
17-01-2021,66.62,108.88,24.08,2.59,0.32,21.31,17.5,29,57.91666667,13.9375,0,16.36666667,124.4166667
18-01-2021,54.37,92.29,21.86,3.11,0.42,20.04,17.5,28.1,64.25,14.96666667,0,16.9,131.7083333
19-01-2021,60.91,116.05,31.61,3.31,0.49,19.03,16,29,61.25,13.2875,0,14.36666667,128.9166667
20-01-2021,60.92,116.55,39.95,4.26,0.49,18.88,16.2,30.1,53.83333333,11.89166667,0,13.43333333,134.8333333
21-01-2021,62.87,140.69,41.38,6.23,0.44,17.65,17.3,30.9,49.33333333,12.37083333,0,11.58333333,206.7083333
22-01-2021,67.73,136,31.48,5.34,0.5,19,21,29.8,53.08333333,14.19583333,0,12.53333333,129.0416667
23-01-2021,74.08,138.01,30.91,2.95,0.52,19.97,17.7,30.3,58.375,14.45,0,13.15416667,127.875
24-01-2021,60.27,115.39,17.98,3.35,0.43,21.48,17.3,30.6,58.125,14.44166667,0,12.3375,161.5
25-01-2021,57.96,107.46,22.04,3.77,0.43,19.57,18.2,31.1,49.66666667,12.625,0,14.6125,143.75
26-01-2021,52.74,103.29,22.19,4,0.35,18.52,19.3,30.9,48.66666667,12.64583333,0,14.41666667,159.875
27-01-2021,62.61,109.95,22.32,2.23,0.38,18.66,19.5,30.1,50.875,13.20833333,0,16.55833333,143.75
28-01-2021,67.12,115.84,21.85,2.86,0.39,16.56,19.2,29.3,55.83333333,13.91666667,0,16.9,142
29-01-2021,61.26,106.78,23.78,2.21,0.41,15.3,18.1,29.9,54.66666667,12.725,0,16.13333333,142.1666667
30-01-2021,66.73,129.46,32.71,2.64,0.49,15.92,20.1,29.2,53.04166667,13.52083333,0,13.1125,137.3333333
31-01-2021,74.96,136.59,24.37,2.58,0.45,15.5,20.8,28.2,53.33333333,13.59166667,0,14.14166667,104.7916667
01-02-2021,74.78,137.35,25.35,2.94,0.45,14.37,19,28.5,53.70833333,13.07916667,0,17.39583333,97.375
02-02-2021,59.73,132.54,34.83,5.7,0.44,13.02,15.2,28.5,49.16666667,10,0,15.9625,99.41666667
03-02-2021,62.15,139.97,48.69,7.46,0.55,12,15.2,28.5,47.91666667,9.133333333,0,15.0125,128.0833333
04-02-2021,60.38,135.41,47.22,7.38,0.48,12.36,15,28.2,47.25,9.333333333,0,16.11666667,127.9583333
05-02-2021,52.9,114.23,31.83,4.66,0.39,13.01,15.5,28.7,45.33333333,8.891666667,0,14.25833333,129.75
06-02-2021,49.96,116.93,29.02,7.07,0.43,12.54,16.9,29.8,43.16666667,9.1,0,14.65416667,105.0833333
07-02-2021,71.79,149.13,29.97,12.56,0.46,13.55,17,28.4,45.125,9.3625,0,14.60833333,56.20833333
08-02-2021,55.12,160.95,28.88,23.45,0.45,12.1,15.5,27.9,39.04166667,5.970833333,0,17.30416667,65.33333333
09-02-2021,64.99,140.56,36.05,10.41,0.53,12.85,15.1,29.2,47.04166667,9.433333333,0,11.05,98.16666667
10-02-2021,71.59,153,46.47,11.07,0.58,11.71,15,29.9,46.375,9.1875,0,10.94166667,122.0833333
11-02-2021,59.27,122.49,33.74,5.07,0.46,10.8,15.9,30.4,46.33333333,9.645833333,0,15.9375,117.5
12-02-2021,51.69,111.34,33.1,5.13,0.37,9.98,15.8,29.6,49.5,10.11666667,0,15.96666667,131.7916667
13-02-2021,59.47,119.23,33.47,6.54,0.43,9.48,16,29.6,47.83333333,9.566666667,0,16.15,132.0416667
14-02-2021,52.26,109.15,31.67,5.12,0.36,8.98,16.1,30.2,43.75,8.629166667,0,16.42916667,124.5833333
15-02-2021,54.35,129.38,33.73,4.18,0.41,8.78,18.3,31.1,39.16666667,9,0,17.10416667,141.9583333
16-02-2021,58.64,127.84,33.12,4.21,0.26,7.68,19.6,31.4,35.45833333,8.220833333,0,20.375,154.125
17-02-2021,54.06,119.89,24.79,3.58,0.19,9.34,19,30.6,38.58333333,9.05,0,20.59166667,136.375
